#Path;Duration;#Points;#Scroll;#ScrollUp;#ScrollDown;#Clicks;#Movement;#Silents;Mean Silent;Std. Deviation Silent;Min Silent;Max Silent;Variance Silent;Skewness Silent;Kurtosis Silent;Flight Click beginning;Flight Click ending;Length Path;Weight Path;Direction Path;Mean Angle Incl.;Std. Deviation Angle Incl.;Min Angle Incl.;Max Angle Incl.;Variance Angle Incl.;Skewness Angle Incl.;Kurtosis Angle Incl.;Mode Angle Incl.;Mean Movement Speed;Std. Deviation Movement Speed;Min Movement Speed;Max Movement Speed.;Variance Movement Speed;Skewness Movement Speed;Kurtosis Movement Speed;Mode Movement Speed;Mean ScrollUp Speed;Std. Deviation ScrollUp Speed;Min ScrollUp Speed;Max ScrollUp Speed.;Variance ScrollUp Speed;Skewness ScrollUp Speed;Kurtosis ScrollUp Speed;Mode ScrollUp Speed;Mean ScrollDown Speed;Std. Deviation ScrollDown Speed;Min ScrollDown Speed;Max ScrollDown Speed.;Variance ScrollDown Speed;Skewness ScrollDown Speed;Kurtosis ScrollDown Speed;Mode ScrollDown Speed;UserID
22;11206;74;46;17;29;1;27;3;3467.666667;757.5334243;2723;4507;573856.8889;264.9432881;-1.5;0;67;426.5059155;-117.8345335;-1;47.23272283;66.34683188;0;170.5376778;4401.902101;60.74445199;-0.939024849;0;1.338481583;1.535880857;0.003636168;7.615773106;2.358930006;3.809764688;8.35557689;0.015044825;1.29585207;0.947487824;0.007832898;3.46875;0.897733177;0.644495104;-0.202793818;0.007832898;1.338625767;0.871438802;0.15625;2.939393939;0.759405586;0.257298443;-1.237515223;0.15625;user-3
23;31694;2;0;0;0;1;0;1;31694;0;31694;31694;0;0;0;67;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-3
24;76953;72;6;1;5;0;66;2;36856;24502;12354;61358;6.00E+08;0;0;67;0;1793.188426;1271.769593;1;89.69622192;65.72296701;0;177.7974018;4319.508392;-11.22856594;-1.396864074;176.1859252;2.548775019;2.88677975;0;12.55487953;8.333497323;4.838049453;2.432182972;0;0;0;0;0;0;0;0;0;2.163689718;0.684908977;1.204081633;2.757575758;0.469100307;-0.296204178;-1.5;1.204081633;user-3
25;13033;13;13;0;13;0;0;1;12150;0;12150;12150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.730987905;0.543754599;2.47E-04;1.794117647;0.295669064;0.270921594;-0.691532444;2.47E-04;user-3
26;11983;7;7;0;7;0;0;1;11816;0;11816;11816;0;0;0;0;0;1.414213562;0;-1;7.5;16.77050983;0;45;281.25;25;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.489778656;0.292126449;1.69E-04;0.878787879;0.085337862;-0.080545509;-1.069085779;1.69E-04;user-3
27;38382;31;28;1;27;0;3;4;10959;8624.515059;2317;25065;7.44E+07;5160.863729;-0.934014078;0;0;40.44579695;0.182322194;-1;15.6187709;38.00854084;0;126.8698976;1444.649177;80.8096245;3.073786255;0;0.010956585;0.010295961;0.003286911;0.025510204;1.06E-04;0.004832371;-1.5;0.004072639;0;0;0;0;0;0;0;0;0.588661818;0.30114967;0.003378378;1.25;0.090691124;-0.018349321;-0.447563917;0.003378378;user-3
28;25504;42;42;7;35;0;0;3;7307.666667;3377.363995;3235;11505;1.14E+07;124.5534256;-1.5;0;0;1;-8.77E-05;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9909388;0.534308192;0.235294118;1.666666667;0.285485244;-0.074029386;-1.434420863;0.235294118;0.584099816;0.432462078;4.18E-04;1.852941176;0.187023449;0.367983053;0.898939326;4.18E-04;user-3
29;14145;20;19;0;19;0;0;1;11461;0;11461;11461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.810097301;0.629491392;0.001080497;2.24137931;0.396259413;0.524798593;-0.176156947;0.001080497;user-3
30;34214;14;13;0;13;0;1;2;16871;5839;11032;22710;3.41E+07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.483631189;0.294766245;1.32E-04;1;0.086887139;-0.014994896;-0.853834103;1.32E-04;user-3
31;114929;98;40;5;35;0;58;4;28375.25;43455.99944;2170;103633;1.89E+09;37603.18311;-0.66738736;0;0;3860.022225;-1002.859483;-1;56.43230999;62.44258561;0;176.1859252;3899.076497;41.97655457;-1.050028442;0;3.631051143;5.1738812;0;27.85129161;26.76904667;13.60062661;7.7004627;1.043794124;0.537496301;0.345205547;0.001002004;0.931034483;0.11916687;-0.137903599;-1.100598627;0.001002004;1.138550857;1.159219334;0.003250271;3.848484848;1.343789464;1.221607199;-0.22499274;0.003250271;user-3
32;3588;75;13;0;13;1;61;0;0;0;0;0;0;0;0;0;28;978.249169;44.7598644;1;73.30778718;63.76815332;0;177.70939;4066.377378;33.94954964;-1.223803669;21.37062227;1.589828243;1.5043105;0.002989881;8.139410298;2.26295008;2.485131643;4.249869335;2.469817807;0;0;0;0;0;0;0;0;3.500594177;2.724697262;0.303030303;7.242424242;7.423975168;0.675630689;-1.487033484;0.303030303;user-3
33;27270;39;0;0;0;1;37;2;11765.5;7071.5;4694;18837;5.00E+07;0;0;28;0;2784.603128;-3471.226837;-1;38.00969797;38.85871506;0;171.8698976;1509.999736;74.15215656;3.357296632;25.01689348;4.51779763;6.137295357;0;35.6931366;37.6663943;20.47559648;14.67753305;0.027091564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-3
34;180000;2;0;0;0;0;1;1;180000;0;180000;180000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-3
35;74940;105;45;16;29;1;59;2;35502.5;32902.5;2600;68405;1.08E+09;0;0;0;72;1844.251466;3260.813971;1;80.38027573;69.82823757;0;176.9059419;4875.982763;-8.101165089;-1.72389735;114.0461527;3.137462014;4.120171048;0;20.92313977;16.97580946;10.54001123;6.925429014;0;3.69091123;2.225475398;0.032;7.342857143;4.952740747;0.167312673;-1.166393233;0.032;1.957642553;1.683379901;0.002785515;6.333333333;2.833767891;1.804929269;0.655999274;0.002785515;user-3
36;67046;35;6;0;6;1;28;4;17909;12993.15984;4910;32921;1.69E+08;380.2254696;-1.947951789;72;0;2760.620342;118.6714908;-1;80.80616521;60.9644642;0;175.8403577;3716.665895;8.659955656;-1.371578704;159.4750966;2.417817903;1.677859177;0;4.919667164;2.815211417;0.420430869;-1.445882328;0;0;0;0;0;0;0;0;0;0.564568691;0.244071756;0.147058824;0.84375;0.059571022;-0.11359599;-0.841596985;0.147058824;user-3
37;22716;76;22;0;22;0;54;2;9371.5;4872.5;4499;14244;2.37E+07;0;0;0;0;1076.195549;690.5135654;1;69.86838814;58.54342358;0;165.9637565;3427.332445;8.186734804;-1.538085625;137.4895529;2.285059314;1.287958993;8.72E-04;4.833978376;1.658838368;-0.041087705;-0.906135904;4.069705149;0;0;0;0;0;0;0;0;0.569785273;0.364108864;9.83E-04;1.212121212;0.132575265;-0.018822271;-1.021186899;9.83E-04;user-3
38;15298;86;36;8;28;0;49;1;11848;0;11848;11848;0;0;0;0;0;966.6999662;-68.22351891;-1;77.73978765;62.33472579;0;174.2894069;3885.618039;-13.38751077;-1.544353315;0;1.985372101;1.761506601;0;6.364762689;3.102905505;1.436078667;-0.518765516;0.02413023;3.721434938;2.217364902;0.363636364;6.242424242;4.916707107;-0.554254049;-1.409363325;0.363636364;1.203832384;1.078993124;0.008571429;4.375;1.164226162;1.362460911;1.132058724;0.008571429;user-3
39;180001;60;13;13;0;0;46;2;88970.5;84070.5;4900;173041;7.07E+09;0;0;0;0;762.9820198;-96.10487419;1;91.8334687;53.4764715;0;175.5443972;2859.733005;-23.36535138;-0.960921638;175.5443972;1.402044259;0.922131983;0;3.528898553;0.850327394;0.280638286;-0.836735533;0.053008519;2.107924161;2.003344917;0.242424242;6.060606061;4.013390858;1.521536361;-0.872538088;0.242424242;0;0;0;0;0;0;0;0;user-3
40;25677;30;6;1;5;1;23;1;23229;0;23229;23229;0;0;0;0;110;1251.742666;-694.3847798;-1;122.7848823;50.97964983;0;179.8965781;2598.924697;-87.49553748;1.770266799;179.8965781;1.709907056;1.058285931;0;3.411836016;1.119969111;-0.213210892;-0.987925913;0;0;0;0;0;0;0;0;0;0.575980392;0.259592772;0.176470588;0.818181818;0.067388407;-0.109632221;-1.282730979;0.176470588;user-3
41;9329;142;52;20;32;2;88;1;2943;0;2943;2943;0;0;0;110;88;2657.485958;-835.4674506;-1;58.59255188;60.12114233;0;171.2538377;3614.551755;35.54549142;-1.184797892;135.7812577;1.411863628;1.177208978;0.009569378;4.126893505;1.385820979;0.696672923;-0.786311667;0.313349355;1.207986334;1.852218113;0.03;7.764705882;3.430711938;5.073664267;7.520977992;0.03;0.933627141;0.625813821;0.005347594;2.303030303;0.391642938;0.256337129;-0.668949813;0.005347594;user-3
42;5751;61;15;0;15;2;44;0;0;0;0;0;0;0;0;88;142;563.2292132;-19.66736098;1;70.30638799;70.1465188;0;177.273689;4920.534099;13.3806435;-1.755542227;153.4349488;0.702171906;0.585860546;7.23E-04;2.125;0.343232579;0.465305828;-0.286380625;0.054011304;0;0;0;0;0;0;0;0;0.836564538;0.439526271;0.006912442;1.606060606;0.193183343;-0.056992143;-0.866018325;0.006912442;user-3
43;6265;69;25;1;24;2;42;0;0;0;0;0;0;0;0;142;127;459.198675;15.90231853;-1;61.15611997;55.97862766;0;174.2894069;3133.606755;11.13540757;-1.194702419;131.1859252;0.237073309;0.179665494;0.009101152;0.6875;0.03227969;0.201384372;0.464248658;0.009101152;0;0;0;0;0;0;0;0;0.612734565;0.32152151;0.03;1.272727273;0.103376081;0.04863028;-0.635700233;0.03;user-3
44;3976;58;29;1;28;2;27;0;0;0;0;0;0;0;0;127;104;337.9990182;-29.31053016;-1;62.32946627;54.21294426;0;164.7448813;2939.043326;1.158475782;-1.487384664;80.53767779;0.56287777;0.500972995;0.004485813;1.625;0.250973941;0.375363613;-0.683462485;0.004485813;0;0;0;0;0;0;0;0;1.150014073;0.665563968;0.090909091;2.151515152;0.442975395;0.031813508;-1.338486662;0.090909091;user-3
45;1551;2;0;0;0;2;0;0;0;0;0;0;0;0;0;104;207;7.615773106;-0.01027051;1;156.8014095;0;156.8014095;156.8014095;0;0;0;156.8014095;0.004910234;0;0.004910234;0.004910234;0;0;0;0.004910234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-3
46;7504;84;65;9;56;2;17;0;0;0;0;0;0;0;0;207;87;1362.890759;-230.9073223;1;32.63758887;54.30676012;0;174.8055711;2949.224195;79.41265987;0.882466815;122.9003943;0.160359907;0.141206786;0.022622528;0.444817099;0.019939356;0.111077084;-0.687554821;0.444817099;2.100076394;1.072184175;0.382352941;3.515151515;1.149578905;-0.175666348;-1.294639362;0.382352941;2.685904076;2.458507052;0.01;8.294117647;6.044256923;1.962544626;-0.607345764;0.01;user-3
47;10961;94;80;1;79;2;12;1;7301;0;7301;7301;0;0;0;87;128;141.883864;4.889172407;1;11.78736253;31.90702418;0;169.6951535;1018.058192;90.86411109;7.931863713;26.56505118;0.147821476;0.103177097;0.001515978;0.395284708;0.010645513;0.067955419;0.364595758;0.001515978;0;0;0;0;0;0;0;0;1.493171226;1.127987002;0.001904762;4.029411765;1.272354678;0.559668657;-0.702008283;0.001904762;user-3
48;3168;19;7;1;6;2;10;0;0;0;0;0;0;0;0;128;63;118.1538952;0.87404319;-1;88.37394648;52.08041324;0;157.3801351;2712.369443;-34.71161501;-0.732662441;90;0.194342541;0.184316047;0.004454343;0.541666667;0.033972405;0.147029743;-0.492649914;0.004454343;0;0;0;0;0;0;0;0;0.980035651;0.412618664;0.242424242;1.393939394;0.170254162;-0.280882289;-0.683125792;0.242424242;user-3
49;63769;637;196;97;99;2;439;7;6835.142857;5306.851001;2112;18174;2.82E+07;5168.864269;0.214450946;63;87;7209.600614;-1180.094203;1;70.52595941;63.45866222;0;177.1375948;4027.001811;8.07626963;-1.559944886;90;1.239126826;1.426370691;1.56E-04;8.353309391;2.034533347;3.488145372;6.603653184;0.012784091;1.590635104;2.149554812;0.003401361;9.323529412;4.62058589;4.74893125;4.230974269;0.003401361;1.321732028;1.408265397;3.99E-04;6.393939394;1.98321143;2.625450151;2.853413122;3.99E-04;user-3
50;42049;2;0;0;0;1;0;1;42049;0;42049;42049;0;0;0;87;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-3
